;commit_hash;author_date_unix_timestamp;commit_message;fix;classification;contains_bug;ns;nd;nf;entropy;la;ld;lt;ndev;age;nuc;exp;rexp;sexp;contains_bug_gpt;vl;vl_gpt
5720;dd76486ce799a1ccee9cd77e1717ddfab105f26e;1389380125;first spike of a docker container provider #73 ;False;Non Functional;True;1.0;2.0;8.0;2.5235418383348938;887.0;0.0;0.0;0.0;0.0;0.0;1290.0;52.58355101833582;517.0;1;0;0
5721;ec26d6f24a0564c773bd2d1cea293f3905f832fb;1389382552;initial spike of a REST based docker API using JAXRS 2 - 0 and CXF ;False;Feature Addition;False;1.0;1.0;1.0;0.0;2.0;1.0;148.0;12.0;0.0777083333333333;1.0;1291.0;53.57912683030226;518.0;0;0;0
5722;bc8498c3838174d37373aead2f48a9564fb0fd29;1389391952;[FABRIC-662] Fix esb EsbFeaturesTest - testServicemixWsn2005 - fails consistently ;True;Corrective;True;2.0;3.0;3.0;1.5683164932728872;11.0;8.0;128.33333333333334;7.0;1.5544945987654322;2.0;286.0;31.11854639168882;129.0;1;100000000;100000000
5723;a6067542da0af97e71cb8b09ba3fb36b64f4399a;1389423505; #73 extract the docker container id from the container metadata ;False;Non Functional;True;1.0;1.0;3.0;1.3970713079590378;36.0;9.0;107.0;1.0;0.5020833333333333;1.0;1292.0;54.53800207450336;519.0;1;0;0
5724;0b32d9affd76d9b2b4429f25c62a9d7abffdf684;1389423599;" #73 added features for fabric-docker-api and fabric-docker-provider; used newer jackson to fix osgi gremlins and fixed a couple of typos in the feature file ";True;Corrective;False;2.0;3.0;3.0;1.329998555953387;31.0;22.0;756.0;24.0;1.61298225308642;3.0;1293.0;55.53800207450336;359.5;0;0;0
5725;988101022518be4d8c8efd8d7f64a778ba7da5cf;1389424232; #73 added a docker profile ;False;Feature Addition;False;1.0;1.0;2.0;0.997772472089982;36.0;0.0;0.0;0.0;0.0;0.0;1294.0;56.53473410064716;521.0;0;0;0
5726;7f2ac96e8a10bd10df2b10facefd034f014a357f;1389425826;tweak the branding a little more ;False;;False;1.0;1.0;1.0;0.0;2.0;2.0;45.0;4.0;1.8835069444444448;1.0;1295.0;57.415643356556416;522.0;0;0;0
5727;3b67d378953e1e72c9f874f9477bacceeb32ea68;1389426448; #73 fixed up osgi class loading so we can create a Docker client inside osgi ;True;Corrective;False;1.0;3.0;3.0;1.2016700538875296;21.0;25.0;306.6666666666667;13.0;0.2006983024691357;2.0;1296.0;58.415643356556416;523.0;0;0;0
5728;7ef992335d81b4c14f8ad018970d1c3d2877930c;1389427453; #73 use more DRY DTO code thanks to the @Data annotation in lombok ;False;;True;1.0;3.0;21.0;4.170900409068898;42.0;353.0;51.76190476190476;1.0;0.5973958333333335;1.0;1297.0;59.41558086436794;524.0;1;16;16
5729;67ef3d63a1b9db72af93d768d6cb0524f47ae352;1389428617;" #73 disable the autoscale module for now as it seems to kil fabric ;) ";False;;False;1.0;1.0;1.0;0.0;4.0;0.0;635.0;13.0;0.0251041666666666;1.0;1298.0;60.41558086436794;525.0;0;0;0
5730;aa4f8aa6a44bdfec571d983e1ab2654d2b4b161a;1389431874; #73 correctly default or customise the docker image ;True;Corrective;False;1.0;1.0;1.0;0.0;4.0;4.0;265.0;1.0;0.0968634259259259;1.0;1299.0;61.38835826940714;526.0;0;0;0
5731;ac66ccae65225d8e6aebe8a9a12ebc129521add3;1389431889; #73 fix docker Env DTO ;True;Corrective;False;1.0;2.0;2.0;0.9709505944546686;3.0;2.0;97.5;1.0;0.3500405092592592;2.0;1300.0;62.38835826940714;527.0;0;0;0
5732;990b455c3d9b19f24f8ba96d39a70528016099b2;1389452937;[FABRIC-674] Ignore MQProfileTest - testLocalChildCreation - it frequently fails in Jenkins ;True;Corrective;False;1.0;1.0;1.0;0.0;1.0;0.0;227.0;3.0;2.699074074074074;1.0;287.0;32.1079694686119;241.0;0;0;0
5733;283684e917934a8b7e164d34fbc8284e78604fbd;1389455221;" #73 whoops  compile error ;) ";False;;False;1.0;1.0;1.0;0.0;1.0;1.0;124.0;1.0;0.2700462962962963;1.0;1301.0;63.38559463543285;528.0;0;0;0
5734;de4a4e7643d1a19bb5278c22e3067fc94da9b959;1389459077;FABRIC-598 - make sure fabric-itests-common is available for all modules ;False;Preventative;False;1.0;2.0;2.0;1.0;5.0;5.0;85.5;3.0;15.559560185185186;2.0;259.0;13.575069812129009;12.0;0;0;0
5735;d22858938592dc71c86dd1916bf941ba14f5c499;1389470869;FABRIC-598 - fix problem with slf4j version ;True;Corrective;False;1.0;1.0;1.0;0.0;5.0;1.0;60.0;2.0;0.1364814814814814;1.0;260.0;14.575069812129009;13.0;0;0;0
5736;22018959d101bdeb7a93b829ff6271605175c4d5;1389576503;[ENTESB-1050]re-enable servicemix-saxon feature test ;False;Feature Addition;False;1.0;1.0;1.0;0.0;0.0;1.0;168.0;7.0;2.1360069444444445;1.0;49.0;4.763650862378967;17.0;0;0;0
5737;1828ca0432e00cff0f371af11d36680c8fa2507b;1389607070;Rename distribution to fabric8-karaf  fixes #520 ;True;Corrective;False;10.0;145.0;299.0;4.88323935808034;94.0;94.0;52.123745819398;21.0;3.4232391536603286;14.0;595.0;23.28340532408189;59.1;0;0;0
5738;f7d8d9181e295537642a8f936aa61e83bfe4d3a5;1389607148; #73 added missing bind/unbind annotations ;False;Feature Addition;False;1.0;1.0;1.0;0.0;2.0;2.0;150.0;2.0;3.704131944444444;1.0;1302.0;64.10975139247749;529.0;0;0;0
5739;600939b36dc235e272017fe9f195a0d93d79db23;1389608164; #73 mostly working docker container provider ;False;Non Functional;True;1.0;4.0;5.0;1.6643754494716037;27.0;6.0;227.6;13.0;2.013226851851852;5.0;1303.0;65.10662620862584;530.0;1;107;107
5740;45e63e79eaa1ae9df25e195d681e263c163bdb2c;1389610855;Fixed most of the remaining QSTools violations ;True;Corrective;False;1.0;14.0;18.0;3.35955002071203;544.0;742.0;163.27777777777777;14.0;33.93027713477366;6.0;0.0;0.0;0.0;0;0;0
5741;5ce9e707cbf752a2fe1588ef12ef0fffc1bd55bf;1389620184;Unignore EsbFeaturesTest - testServicemixWsn2005 ;False;Feature Addition;False;1.0;1.0;1.0;0.0;0.0;1.0;167.0;7.0;0.5055671296296296;1.0;391.0;20.35526627863167;193.0;0;0;0
5742;25e4c9b10bf62e94ab363b5109cbf35199035958;1389625566; #73 switched to resteasy until cxf 3 goes GA and switch to the fabric8 central distro ;False;;False;2.0;7.0;9.0;2.4704479524471576;124.0;14.0;355.8888888888889;24.0;1.908244598765432;5.0;1304.0;65.35625379200116;365.5;0;0;0
5743;cbd51a76b047841d0dd97b1018bdcf975fb68748;1389639687; #73 default env vars for the zk password and url ;False;;True;1.0;1.0;1.0;0.0;19.0;1.0;285.0;1.0;0.1634375;1.0;1305.0;65.78868213331842;532.0;1;107;107
5744;4027fe7abfdae45c1ef17cfe737c86a8c1824217;1389641856; #73 use more DRY DTOs ;False;;True;1.0;5.0;24.0;4.132924060268592;133.0;145.0;43.25;1.0;2.0998900462962973;3.0;1306.0;66.78855246085067;533.0;1;14;14
5745;9eeb6168e32345157c9ef9874ea58c3be635b9c1;1389676547;Sync @Ignore with Jira - no functional change ;False;;False;3.0;4.0;5.0;2.1180782093497093;6.0;5.0;203.2;4.0;10.715331018518516;5.0;288.0;32.69791208533469;89.0;0;0;0
5746;ee480c6f4a9bddb167d529e91c91bb2e825c2741;1389699122; #73 fixes the autoscale controller ;True;Corrective;False;1.0;1.0;1.0;0.0;50.0;39.0;233.0;2.0;4.768645833333333;1.0;1307.0;67.64954251390225;534.0;0;0;0
5747;a5c56b3e7f51f362fe4e69be2e15e42e8ef59f05;1389699140; #73 use the correct provider name ;True;Corrective;False;1.0;1.0;1.0;0.0;1.0;1.0;246.0;1.0;3.692303240740741;1.0;1308.0;68.64954251390225;535.0;0;0;0
5748;ab0132a6bf074d2ecee4b7babd996c26abd8591c;1389700021; #73 split out autoscaling as a separate  optional profile so folks can easily add/remove it as they wish ;False;Feature Addition;False;1.0;2.0;4.0;1.8749291987202368;46.0;6.0;162.25;13.0;0.2154369212962963;1.0;1309.0;69.64869920139296;536.0;0;0;0
5749;cc15f61b3e1b79400270c56d10fb5ca7831c2763;1389716598;fixes #116 so that the autoscaler can work with openshift  docker or child container provider (using weightings to use the more capable provider available) ;True;Corrective;True;1.0;4.0;8.0;2.548508800033583;213.0;69.0;252.625;3.0;14.263773148148148;4.0;1310.0;70.52115100167998;537.0;1;49;49
5750;d05137542234b32aae3337c2802ff46cb6c1878d;1389727754;Fixed SAP component build - Updated URL for fusesource-third-party-internal repo - Fixed unit test configuration of camel component to pick   up required native lib which enable unit tests to run - Added profile to select component examples for build - Updated version in eclipse plugin manifests to comply with maven version ;True;Corrective;False;1.0;11.0;11.0;1.6802219897058313;214.0;31.0;84.27272727272727;6.0;37.534863215488215;3.0;35.0;1.601156355286985;34.0;0;0;0
5751;772d7b7faff60545396eff8018965b7ca91bbdcd;1389778873;Move esb profile tests to esb module ;False;Preventative;True;2.0;3.0;5.0;1.8327261694693189;104.0;33.0;69.2;6.0;7.453662037037037;3.0;1042.0;42.37313731093803;38.5;1;43;43
5752;d45c8e02a2a8fb0685472c63d5bdcdcfb51a9084;1389784184;fixes #529 so theres an API on Profile to load a single file name in one hit rather than loading them all ;True;Corrective;True;1.0;3.0;5.0;2.1041604777962744;33.0;1.0;280.4;2.0;32.93938194444444;2.0;1311.0;71.17864446786412;538.0;1;48;48
5753;144fb42f5f0dc374ebfd45048b73921e055a2828;1389793832;first spike of https://github - com/hawtio/hawtio/issues/949 which adds a separate  optional bundle/feature/profile to auto-test camel routes as the camel routes change by sending sample messages stored in the test profiles wiki ;False;Feature Addition;True;1.0;4.0;6.0;0.7839740141109603;276.0;0.0;132.0;16.0;0.7205324074074074;1.0;1312.0;72.14445553830501;539.0;1;221;221
5754;066e6cfce5dfddb07974963bc6e5afac3ca84ae9;1389793854;first spike of https://github - com/hawtio/hawtio/issues/949 which adds a separate  optional bundle/feature/profile to auto-test camel routes as the camel routes change by sending sample messages stored in the test profiles wiki ;False;Feature Addition;False;1.0;2.0;3.0;1.40800648281304;209.0;0.0;0.0;0.0;0.0;0.0;1313.0;73.14445553830501;540.0;0;0;0
5755;68d623ed88af317b545f3f75c6a62c75269ee207;1389795717;fixes #531 to rename the wiki based camel example as example-camel-wiki ;True;Corrective;False;1.0;2.0;5.0;1.312430802347936;9.0;10.0;20.6;4.0;0.4366921296296296;2.0;1314.0;74.13036113968617;541.0;0;0;0
5756;5a3131bf226ecf14318271ec0958791021881e62;1389795805;fixes #532 so weve an example-quickstart-cbr - wiki which lets folks view/edit the CBR example via the management console rather than having to edit a maven project and redeploy a bundle -  Also included the example-camel-autotest sample messages so its easy to auto-test it ;True;Corrective;False;2.0;7.0;13.0;3.172261168279922;363.0;12.0;7.384615384615385;6.0;7.251965811965812;2.0;1315.0;75.13036113968617;273.5;0;0;0
5757;0640b0f8f06d456e598d681255b6e769db6f4a04;1389797216;#532 polished the wiki docs ;False;Non Functional;False;1.0;2.0;2.0;0.9182958340544896;2.0;1.0;17.0;2.0;0.0168402777777777;2.0;1316.0;76.10301923165557;543.0;0;0;0
5758;2dbbf68a80765602c6a7057cd52c699a2f9bd895;1389799366;Disable thread pool per bundle -  ;False;;False;1.0;1.0;1.0;0.0;2.0;0.0;32.0;4.0;2.225648148148148;1.0;1043.0;42.165775247504335;924.0;0;0;0
5759;915b7353af99317e147ac58795b95241cfe56b60;1389860114;[FABRIC-790] Provisioning failure when using profile:xxx references ;True;Corrective;True;1.0;2.0;4.0;1.3553619669094013;83.0;3.0;418.0;1.0;34.78900462962963;1.0;596.0;21.71584092691536;339.0;1;151;151
5760;377bbf3cc46b77740ccb4761649600a82d31843e;1389863349;added example-camel-autotest profile for https://github - com/hawtio/hawtio/issues/949 and a wiki based CBR quickstart for #532 which got lost during rebase confict resolving ;False;Feature Addition;False;1.0;6.0;14.0;3.2220448534967314;378.0;0.0;0.0;0.0;0.0;0.0;1317.0;76.28675335598163;544.0;0;0;0
5761;301b696b3f2f9ee0b4fa68ea56f9676df7774d0c;1389869457;#532 removed old files which got accidentally kept during rebase conflict resolving ;False;;False;1.0;6.0;14.0;3.239946698504071;0.0;379.0;26.285714285714285;1.0;0.857347056878307;2.0;1318.0;77.22252380584032;545.0;0;0;0
5762;de56fc99426c29af8daae9e1961af8bd3348e6b8;1389884226;[FABRIC-792] Fix missing profile handling regression -  Add unit and integration tests -  ;True;Corrective;True;1.0;4.0;5.0;1.822179855359938;107.0;20.0;257.2;1.0;33.650050925925925;2.0;1044.0;41.75711119740357;925.0;1;46;46
5763;65f66bbf6d661f90efb6ed196252fc310ccd17c1;1389886038;"#110 cleaner field injection of @Property values to reuse the MetaType XML generated for a nicer Config Admin UI; to help ensure the metadata is consistent and properties are properly converted and injected; including default value support ";False;Perfective;False;1.0;11.0;15.0;3.255032971714721;1235.0;24.0;36.73333333333333;12.0;0.8039529320987654;3.0;1319.0;77.48573555333651;546.0;0;0;0
5764;85cda8a05bad872ae48f5fb077e7e8df69f5e551;1389888455;FABRIC-528: Re-enable MasterEndpointFailoverTest ;True;Corrective;False;1.0;1.0;1.0;0.0;0.0;1.0;148.0;2.0;7.909178240740741;1.0;598.0;22.59484404394533;340.0;0;0;0
5765;f7446ba313612cf90995555cca6ddd74d0d8956a;1389889183;fixes FABRIC-727 ;True;Corrective;False;1.0;1.0;1.0;0.0;7.0;1.0;86.0;2.0;7.917604166666667;1.0;1321.0;78.46887177289176;548.0;0;0;0
5766;a3b05114b06d82d8394ff6c81876cc54805fb3ff;1389895436;[FABRIC-658] Initial feature provisioning on Tomcat/WildFly ;False;Feature Addition;True;1.0;39.0;41.0;3.451530085474872;270.0;131.0;94.5609756097561;1.0;12.88180781391147;8.0;362.0;29.33790124564119;11.0;1;167;167
5767;9a49a225a2d50402328d7a227cd08841370eec00;1389901530;#110 avoid bundle for integration test so we dont get split bundle build failures ;True;Corrective;False;1.0;1.0;1.0;0.0;0.0;1.0;71.0;1.0;0.1793055555555555;1.0;1320.0;77.25198679820744;547.0;0;0;0
5768;a0b899a59bb128f13681c6fb636b9952b2f0c31a;1389928027;Add managed dep for rest quickstart ;False;Feature Addition;False;1.0;1.0;1.0;0.0;6.0;0.0;1500.0;24.0;3.5007060185185184;1.0;392.0;17.71106671268052;108.0;0;0;0
5769;9d2e7055ee9ab3be367ecc7fb81a1775b2f6e1e3;1389959485;FABRIC-683 - fix MQFabricTest ;True;Corrective;True;1.0;1.0;1.0;0.0;1.0;2.0;94.0;3.0;8.561898148148147;1.0;261.0;13.287372421247271;91.0;1;4;4
5770;3cd37c9365c9caf733692629537129cc7ece65fa;1389978766;"renamed the old loan broker to be example-camel-loanbroker-all and added a modular MQ based loan broker that makes it easier to demo either composing different profiles together into containers; or using different message groups for different banks ";False;Feature Addition;False;1.0;5.0;12.0;2.861453976911583;217.0;0.0;17.333333333333332;3.0;3.858024691358025e-06;1.0;1322.0;78.40979231335004;549.0;0;0;0
5771;20950fb0bcccbf1035f7a256a0009354ecd3a288;1389988522;update hawtio ;False;;False;1.0;1.0;1.0;0.0;1.0;1.0;1506.0;24.0;0.7001736111111111;1.0;1323.0;77.3319852173314;201.0;0;0;0
5772;6bda3c5441d45d40d9a05981c301d11d5dc90703;1390059753;polished the readme ;False;;False;1.0;1.0;1.0;0.0;6.0;14.0;79.0;6.0;5.239386574074074;1.0;1326.0;73.68655381099786;202.0;0;0;0
5773;783ccab2fefc62e5250a6b85914a3eec57b8b2bb;1390061508;switched to fabric8io/fabric8 github repo for publishing the site ;False;;False;1.0;1.0;1.0;0.0;1.0;6.0;229.0;2.0;10.888854166666668;1.0;1324.0;73.18655381099786;3.0;0;0;0
5774;83d27adde1067e74ce857853f3271270ac85ec58;1390207741;Hawtio plugins do not have ids  fix #553 ;True;Corrective;False;1.0;2.0;2.0;0.9709505944546686;5.0;0.0;64.0;2.0;111.38204861111112;2.0;597.0;21.612230105355174;100.0;0;0;0
5775;0bfa92767125e8e3161fa59ce58ea28d2aa9fc9d;1390211154;added logic for calling deleteVersion(String) - though this is not implemented in the fabric core yet ;False;Feature Addition;False;1.0;3.0;3.0;1.2958363892911635;14.0;0.0;551.0;3.0;27.80932098765432;2.0;40.0;2.9472749016163347;23.0;0;0;0
5776;f7135dcd2f74f7cb5dbef049ed9aaaf7c2bd8593;1390215934;fabric-681 - use executor service to start/stop the broker ;False;;False;1.0;2.0;2.0;0.1392329990550989;19.0;32.0;348.0;10.0;10.868645833333332;2.0;262.0;12.10840111047066;92.0;0;0;0
5777;8e8e51785fb895b58255d8b461028ec297ea71ab;1390216510;FABRIC-379: small modification of the patch-apply command to support more options regarding the version(s) to apply the patch to ;False;;False;1.0;1.0;1.0;0.0;17.0;5.0;55.0;2.0;37.8377662037037;1.0;599.0;23.09272676771632;341.0;0;0;0
5778;8f4a3dd36edc43cffcbf2f026c855182e10475eb;1390219591;polished the fabric8 - io home page some more ;False;;False;1.0;2.0;2.0;0.1811664015535456;70.0;3.0;60.0;1.0;37.75452546296296;1.0;1327.0;73.91079480078582;4.0;0;0;0
5779;45d25ceeac980604114fb9c07a7ef79e57a9400d;1390222052;more polish of the home page and the start of a getting started guide ;False;;False;3.0;3.0;4.0;1.224606935730505;57.0;5.0;43.25;6.0;9.783920717592594;3.0;1328.0;74.84996828318242;74.33333333333333;0;0;0
5780;0ae8115df48ee5521ed30189a4891e7fcffb4cc2;1390222288;fixed bad link ;True;Corrective;False;1.0;1.0;1.0;0.0;1.0;1.0;43.0;1.0;0.0027314814814814;1.0;1329.0;75.84974214116522;16.0;0;0;0
5781;b6487d4b1033a68d2cf3836993cc121cc8920fbc;1390222994;FABRIC-674 - unignore tests ;False;Preventative;False;1.0;1.0;1.0;0.0;0.0;2.0;182.0;3.0;6.324618055555556;1.0;263.0;13.068682917589944;115.0;0;0;0
5782;28f789207b9df9f49fb596b1369b810915af90b7;1390223357;leaner meaner readme with less cruft that links to the more up to date website docs ;False;Non Functional;False;1.0;1.0;1.0;0.0;12.0;60.0;71.0;6.0;0.0151041666666666;1.0;1330.0;76.8344217616368;204.0;0;0;0
5783;b7bda02447dec5c103eb9b322e5b64be1db54fed;1390227243;added redhat logo to home page ;False;Feature Addition;False;1.0;1.0;1.0;0.0;3.0;0.0;81.0;1.0;0.0600810185185185;1.0;1331.0;77.64726264883919;6.0;0;0;0
5784;fddff628ac013e96ef4751961934284831b6a9be;1390230583;Make BootstrapConfiguration and explicit dependency of ZooKeeperClusterBootstrap Explicitly define dependency on apache - felix - utils where needed ;False;;False;3.0;11.0;11.0;3.0424194077004763;118.0;66.0;246.54545454545453;25.0;15.721578282828284;5.0;289.0;27.178711557620232;93.66666666666669;0;0;0
5785;65f6f45ac1cce64e03e784ddf3fe92cc0a915a19;1390234325;shaded insight-log4j so we can include it in hawtio without bringing in the pax-url-aether jar which includes lots of apache commons and http client code ;False;;False;1.0;1.0;1.0;0.0;66.0;0.0;85.0;3.0;12.889050925925924;1.0;1332.0;78.0714438407064;67.0;0;0;0
5786;1b746e40f7c1e29f5eeeafb698a092f7d17b33f3;1390239308;fixes https://github - com/hawtio/hawtio/issues/975 so the cbr - wiki profile can link to its diagram & send UI (and has sample messages to send) ;True;Corrective;False;1.0;2.0;2.0;0.9940302114769564;8.0;3.0;304.5;11.0;5.83447337962963;2.0;1325.0;72.04756344659478;550.0;0;0;0
5787;c3de032ddf5243a49cfb20730c4df59f7dfa3d07;1390245758;Changes from quickstart repository copied by copy-from-jdf-quickstarts script ;False;;False;1.0;16.0;21.0;3.430867398875184;808.0;538.0;139.9047619047619;16.0;10.413700947971783;4.0;393.0;17.547686050126444;3.0;0;0;0
5788;7c5bce4d063b439131b56cc814366103b4e8f42b;1390246067;add fabric-camel-autotest to the ESB profile too ;False;Feature Addition;False;1.0;1.0;1.0;0.0;1.0;0.0;151.0;12.0;4.167002314814815;1.0;1333.0;79.36970804111945;551.0;0;0;0
5789;0f33bdbab99e8327455ee7c525fdaef66c05880e;1390295336;FABRIC-674 - increase timeouts ;False;;False;1.0;1.0;1.0;0.0;7.0;7.0;180.0;3.0;0.8372916666666667;1.0;264.0;14.01013568223948;116.0;0;0;0
5790;974eec31df79a5881130bd8fbc95f5e16f312dab;1390304122;FABRIC-674 - additional waits for broker start ;False;Feature Addition;False;1.0;1.0;1.0;0.0;38.0;0.0;180.0;3.0;0.1016898148148148;1.0;265.0;15.008905085026145;117.0;0;0;0
5791;1a6024a9b198ccbca4ded7f4fbdd63376220c426;1390306138;Improve injection handling of property key containing dots -  Use Configuration Injection where it makes sense -  Add @Property annotation to provide better metatype information -  ;False;Feature Addition;True;2.0;17.0;23.0;3.8031377336418943;612.0;395.0;222.5652173913044;6.0;16.820941022544275;8.0;1045.0;40.23987513872614;464.5;1;1;1
5792;683e836d06ce12db75473cff3ffc54c2d3548b59;1390306759;FABRIC-683 - give it a generous timeout ;False;;False;1.0;1.0;1.0;0.0;1.0;1.0;94.0;3.0;1.1574074074074072e-05;1.0;266.0;16.008193053225472;93.0;0;0;0
5793;0fd9e82aceb077701278c4f1d2e8a8cdce22f5f9;1390321917;Revert FABRIC-683 - fix MQFabricTest This reverts commit 9d2e7055ee9ab3be367ecc7fb81a1775b2f6e1e3 -  ;True;Corrective;False;1.0;1.0;1.0;0.0;2.0;1.0;93.0;3.0;4.194814814814815;1.0;290.0;26.935675349201755;28.0;0;0;0
5794;40b1225d83389fa10b0f1dfdf1679a6481feb140;1390386739;FABRIC-683 - give it a generous timeout ;False;;False;2.0;2.0;2.0;1.0;2.0;2.0;156.0;3.0;0.9409548611111112;2.0;267.0;16.94057981530903;106.0;0;0;0
5795;dd0a593dd4c4128f140684ee1849ef322985aaa4;1390389320;#571: broken ssh ContainerProvider  regression caused by changing the assembly name ;False;;False;3.0;9.0;9.0;2.9491509280092663;13.0;14.0;137.66666666666666;8.0;77.51000643004116;4.0;600.0;23.06059312389976;126.66666666666669;0;0;0
5796;c238343d627d8a1914b81932f24ddcd2fcf692a1;1390392786;[FABRIC-796] Ignore EsbProfileRedeployTest ;False;Preventative;False;1.0;1.0;1.0;0.0;9.0;7.0;135.0;1.0;11.84943287037037;1.0;291.0;27.663538350082657;19.0;0;0;0
5797;f9c3106f3922bbfb6c3a6b5e4f7f8c58df333e87;1390396518;Copy over quickstart parent pom changes ;False;;False;1.0;1.0;1.0;0.0;2.0;2.0;67.0;10.0;9.09332175925926;1.0;394.0;17.515762412151297;4.0;0;0;0
5798;ceb06446c6facd0cb23364b3ce9e51abfb93d2fa;1390397111;[FABRIC-795] Fix normalize property name method -  Add unit test -  ;True;Corrective;False;1.0;2.0;2.0;0.9709505944546686;29.0;6.0;89.5;1.0;0.5264641203703704;1.0;1048.0;40.02059662190808;929.0;0;0;0
5799;4f84b6700834366ad41301945f27dee5ce56221d;1390398853;[FABRIC-793] Fix injection handling of Boolean and Integer properties on JDK 1 - 6 -  ;True;Corrective;False;1.0;1.0;1.0;0.0;11.0;0.0;97.0;1.0;5.935358796296296;1.0;1047.0;39.99102981515153;928.0;0;0;0
5800;e65eb1dd439f66a0598a904804e5d51e08af6b49;1390402247;Fix dependency on invalid org - apache - felix - utils - Properties ;True;Corrective;False;3.0;7.0;7.0;1.5975906754455311;45.0;50.0;316.57142857142856;24.0;13.074575066137566;3.0;292.0;28.54587482875781;94.66666666666669;0;0;0
5801;e2cbc377cf127ae43cf581011260266fc285713d;1390409535;added support for routeContext tag ;False;Feature Addition;False;1.0;3.0;4.0;1.8904918300989144;75.0;2.0;223.0;1.0;73.77499710648148;1.0;41.0;3.629224370914161;18.0;0;0;0
5802;06f60d3df1b276b063ae75b7498b131508696d12;1390418179;added marshal support for routeContext ;False;Feature Addition;False;1.0;3.0;3.0;1.3329187608024513;23.0;5.0;316.0;2.0;0.1000462962962963;1.0;42.0;4.626761316726968;19.0;0;0;0
5803;4fa2022891dd8c862e232836084bffab3c8f25f4;1390419568;[FABRIC-667] Un-ignore CamelProfileTest -  ;False;Preventative;False;1.0;1.0;1.0;0.0;1.0;2.0;45.0;2.0;14.056319444444444;1.0;1046.0;39.3365113334364;927.0;0;0;0
5804;8efaef4fd26e448f5d39eaa7e42c620b775f0643;1390468668;add an overview document to the website & docs ;False;Feature Addition;False;1.0;1.0;2.0;0.1593500626856344;43.0;0.0;14.5;1.0;1.427175925925926;1.0;1334.0;73.37339884520466;17.0;0;0;0
5805;a43a1cea744b9708a643bf0a8cc2a5e9424b6d45;1390472026;add a link to the demo video album ;False;Feature Addition;False;1.0;1.0;1.0;0.0;1.0;1.0;84.0;1.0;2.833136574074074;1.0;1335.0;74.33983285979187;7.0;0;0;0
5806;1fef067ae2b9c4161fe39df0ff304dec49204f94;1390474502;fixed problems with saving a camel context containing routeContext elements ;True;Corrective;False;1.0;2.0;2.0;0.4488644887230294;26.0;6.0;474.5;2.0;0.651886574074074;1.0;43.0;5.62571105687944;20.0;0;0;0
5807;52ff112159fcb1ba414ecb127750f4e58affe4f2;1390487654;FABRIC-758: Ensure all bundles are available in local repository before running itests ;False;Preventative;False;1.0;1.0;1.0;0.0;30.0;0.0;274.0;10.0;15.790416666666667;1.0;92.0;2.986082753734636;47.0;0;0;0
5808;cb6621f4f992efde3569e5b10ac2ee1c36b714c7;1390491663;add the docs on using camel and cxf discovery with a fabric ;False;Feature Addition;False;1.0;1.0;3.0;1.1836960119917217;92.0;0.0;10.0;1.0;0.0887152777777777;1.0;1336.0;73.94716980910366;18.0;0;0;0
5809;7562d575f6e94a82abb67a375c62d3698d7ed831;1390561327;[FABRIC-750] Change the log level of PrepRequestProcessor in the fabric distribution -  Add pax logging configuration to the karaf profile -  ;False;Feature Addition;False;1.0;2.0;2.0;0.1239498677110075;59.0;0.0;6.0;3.0;5.522320601851852;1.0;1054.0;40.809797542399664;935.0;0;0;0
5810;53e99d3e7bb87ae6cd95bd933037c25dfb956ba2;1390562945;improve #73 allow the selected profiles to contain io - fabric8 - environment properties to define the environment variables to pass into the docker container ;False;Non Functional;True;1.0;1.0;2.0;0.8589810370425963;38.0;8.0;165.0;1.0;10.322488425925926;2.0;1337.0;73.0646312843205;552.0;1;28;28
5811;11f53d926470bd057fd6f25dc274fdb9e6c4eb04;1390563852;FABRIC-796 - use a separate container to test profile load/unload ;False;Preventative;False;1.0;1.0;1.0;0.0;27.0;15.0;137.0;2.0;1.9799305555555555;1.0;268.0;17.056105290438957;14.0;0;0;0
5812;aa558fff756ae423f41acf38b2a5a4407362c0c3;1390565445;[FABRIC-670] Refactor fabric-camel-cxf example to use blueprint -  Un-ignore ExampleCamelCxfTest -  ;False;Perfective;False;1.0;3.0;4.0;1.7402314936719918;56.0;91.0;41.25;2.0;100.33582465277776;3.0;1050.0;40.74940572242142;931.0;0;0;0
5813;b8ce33621f300e748013df0e6748c0e067efa8ea;1390574223;Allow the fabric-agent to ignore artifacts by symbolic name (using regex) -  Add a pax-exam container configuration that can support managed root containers -  ;False;Feature Addition;True;1.0;3.0;4.0;1.6780472548682988;43.0;15.0;388.0;2.0;17.62482060185185;4.0;1049.0;40.53585067415111;930.0;1;59;59
5814;10704458cfa28f328e571165a99eb6f824683f72;1390740515;tidied up the overview doc ;False;Non Functional;False;1.0;1.0;1.0;0.0;22.0;9.0;42.0;1.0;3.146377314814815;1.0;1338.0;69.29177955178326;19.0;0;0;0
5815;25790996f2754bfa27af69a3f03f54944c87bbf0;1390740940;polished home page ;False;;False;1.0;2.0;2.0;0.3372900666170139;21.0;11.0;96.5;1.0;4.57328125;2.0;1339.0;70.29177955178326;8.0;0;0;0
